,model_num,optimizer,loss_fn,activation_fn,output_activation_fn,epochs,batch_size,neurons_in_inputlayer,num_hiddenlayer,neurons_in_hiddenlayer,num_dropout_layers,loss,mse_test,mae_test,mape_test,cosine_similarity_test,rmse_test,msle_test,corr
137,137.0,adam,mse,relu,relu,100.0,1.0,4.0,1.0,2.0,0.0,4311965237248.0,4311965237248.0,1016195.625,61.97415542602539,1.0,2076527.25,0.9068751931190491,0.5289031736657247
138,138.0,adam,mse,relu,relu,100.0,1.0,4.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
139,139.0,adam,mse,relu,relu,100.0,1.0,4.0,1.0,10.0,0.0,4511759335424.0,4511759335424.0,1013936.4375,63.96498489379883,1.0,2124090.25,0.7822626233100891,0.5289031736657247
140,140.0,adam,mse,relu,relu,100.0,1.0,10.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
141,141.0,adam,mse,relu,relu,100.0,1.0,10.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
142,142.0,adam,mse,relu,relu,100.0,1.0,10.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
143,143.0,adam,mse,relu,relu,100.0,1.0,10.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
144,144.0,adam,mse,relu,relu,100.0,10.0,1.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
145,145.0,adam,mse,relu,relu,100.0,10.0,1.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
146,146.0,adam,mse,relu,relu,100.0,10.0,1.0,1.0,4.0,0.0,5663246254080.0,5663246254080.0,1466256.125,86.94911193847656,1.0,2379757.5,6.427504539489746,0.5289031736657247
147,147.0,adam,mse,relu,relu,100.0,10.0,1.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
148,148.0,adam,mse,relu,relu,100.0,10.0,2.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
149,149.0,adam,mse,relu,relu,100.0,10.0,2.0,1.0,2.0,0.0,5142617260032.0,5142617260032.0,1357962.75,78.32796478271484,1.0,2267734.0,3.9763615131378174,0.5289031736657247
150,150.0,adam,mse,relu,relu,100.0,10.0,2.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
151,151.0,adam,mse,relu,relu,100.0,10.0,2.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
152,152.0,adam,mse,relu,relu,100.0,10.0,4.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
153,153.0,adam,mse,relu,relu,100.0,10.0,4.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
154,154.0,adam,mse,relu,relu,100.0,10.0,4.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
155,155.0,adam,mse,relu,relu,100.0,10.0,4.0,1.0,10.0,0.0,4166606651392.0,4166606651392.0,1043392.5,61.003135681152344,1.0,2041226.75,1.1645468473434448,0.5289031736657247
156,156.0,adam,mse,relu,relu,100.0,10.0,10.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
157,157.0,adam,mse,relu,relu,100.0,10.0,10.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
158,158.0,adam,mse,relu,relu,100.0,10.0,10.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
159,159.0,adam,mse,relu,relu,100.0,10.0,10.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
160,160.0,adam,mse,relu,relu,100.0,32.0,1.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
161,161.0,adam,mse,relu,relu,100.0,32.0,1.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
162,162.0,adam,mse,relu,relu,100.0,32.0,1.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
163,163.0,adam,mse,relu,relu,100.0,32.0,1.0,1.0,10.0,0.0,5651141492736.0,5651141492736.0,1463865.25,86.77054595947266,1.0,2377213.0,6.374629020690918,0.5289031736657247
164,164.0,adam,mse,relu,relu,100.0,32.0,2.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
165,165.0,adam,mse,relu,relu,100.0,32.0,2.0,1.0,2.0,0.0,6273413152768.0,6273413152768.0,1593773.75,96.8744125366211,1.0,2504678.25,15.43649959564209,0.5289031736657247
166,166.0,adam,mse,relu,relu,100.0,32.0,2.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
167,167.0,adam,mse,relu,relu,100.0,32.0,2.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
168,168.0,adam,mse,relu,relu,100.0,32.0,4.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
169,169.0,adam,mse,relu,relu,100.0,32.0,4.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
170,170.0,adam,mse,relu,relu,100.0,32.0,4.0,1.0,4.0,0.0,5938955681792.0,5938955681792.0,1525101.0,91.57460021972656,1.0,2436997.25,8.80640697479248,0.5289031736657247
171,171.0,adam,mse,relu,relu,100.0,32.0,4.0,1.0,10.0,0.0,5182015406080.0,5182015406080.0,1367042.875,79.04450988769531,1.0,2276404.0,4.161709308624268,0.5289031736657247
172,172.0,adam,mse,relu,relu,100.0,32.0,10.0,1.0,1.0,0.0,5630060920832.0,5630060920832.0,1459506.625,86.43045806884766,1.0,2372775.0,6.256970405578613,0.5289031736657247
173,173.0,adam,mse,relu,relu,100.0,32.0,10.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
174,174.0,adam,mse,relu,relu,100.0,32.0,10.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
175,175.0,adam,mse,relu,relu,100.0,32.0,10.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
176,176.0,adam,mse,relu,relu,100.0,100.0,1.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
177,177.0,adam,mse,relu,relu,100.0,100.0,1.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
178,178.0,adam,mse,relu,relu,100.0,100.0,1.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
179,179.0,adam,mse,relu,relu,100.0,100.0,1.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
180,180.0,adam,mse,relu,relu,100.0,100.0,2.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
181,181.0,adam,mse,relu,relu,100.0,100.0,2.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
182,182.0,adam,mse,relu,relu,100.0,100.0,2.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
183,183.0,adam,mse,relu,relu,100.0,100.0,2.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
184,184.0,adam,mse,relu,relu,100.0,100.0,4.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
185,185.0,adam,mse,relu,relu,100.0,100.0,4.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
186,186.0,adam,mse,relu,relu,100.0,100.0,4.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
187,187.0,adam,mse,relu,relu,100.0,100.0,4.0,1.0,10.0,0.0,6336071335936.0,6336071335936.0,1606033.25,97.82183837890625,1.0,2517155.5,18.35951042175293,0.5289031736657247
188,188.0,adam,mse,relu,relu,100.0,100.0,10.0,1.0,1.0,0.0,6430160584704.0,6430160584704.0,1624066.375,99.21131896972656,1.0,2535776.25,27.906774520874023,0.5289031736657247
189,189.0,adam,mse,relu,relu,100.0,100.0,10.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
190,190.0,adam,mse,relu,relu,100.0,100.0,10.0,1.0,4.0,0.0,6289839620096.0,6289839620096.0,1597030.375,97.12831115722656,1.0,2507955.25,16.117551803588867,0.5289031736657247
191,191.0,adam,mse,relu,relu,100.0,100.0,10.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
192,192.0,adam,mse,selu,relu,1.0,1.0,1.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
193,193.0,adam,mse,selu,relu,1.0,1.0,1.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
194,194.0,adam,mse,selu,relu,1.0,1.0,1.0,1.0,4.0,0.0,6481066852352.0,6481066852352.0,1633669.625,99.95146179199219,1.0,2545794.0,64.45466613769531,0.5289031736657247
195,195.0,adam,mse,selu,relu,1.0,1.0,1.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
196,196.0,adam,mse,selu,relu,1.0,1.0,2.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
197,197.0,adam,mse,selu,relu,1.0,1.0,2.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.009803920984268188,2546445.75,195.85939025878906,0.5289031736657247
198,198.0,adam,mse,selu,relu,1.0,1.0,2.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
199,199.0,adam,mse,selu,relu,1.0,1.0,2.0,1.0,10.0,0.0,6478679769088.0,6478679769088.0,1633214.875,99.91585540771484,1.0,2545325.0,55.84300231933594,0.5289031736657247
200,200.0,adam,mse,selu,relu,1.0,1.0,4.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
201,201.0,adam,mse,selu,relu,1.0,1.0,4.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
202,202.0,adam,mse,selu,relu,1.0,1.0,4.0,1.0,4.0,0.0,6478253522944.0,6478253522944.0,1633138.375,99.91024780273438,1.0,2545241.25,55.02503967285156,0.5289031736657247
203,203.0,adam,mse,selu,relu,1.0,1.0,4.0,1.0,10.0,0.0,6479690596352.0,6479690596352.0,1633395.125,99.92892456054688,1.0,2545523.75,57.95485305786133,0.5289031736657247
204,204.0,adam,mse,selu,relu,1.0,1.0,10.0,1.0,1.0,0.0,6484375109632.0,6484375109632.0,1634292.25,99.9996566772461,0.9999999403953552,2546443.5,158.49783325195312,0.5289031736657247
205,205.0,adam,mse,selu,relu,1.0,1.0,10.0,1.0,2.0,0.0,6475645190144.0,6475645190144.0,1632630.0,99.86952209472656,0.9999999403953552,2544729.0,49.34215545654297,0.5289031736657247
206,206.0,adam,mse,selu,relu,1.0,1.0,10.0,1.0,4.0,0.0,6480377937920.0,6480377937920.0,1633535.75,99.94076538085938,1.0,2545658.75,61.114906311035156,0.5289031736657247
207,207.0,adam,mse,selu,relu,1.0,1.0,10.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
208,208.0,adam,mse,selu,relu,1.0,10.0,1.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
209,209.0,adam,mse,selu,relu,1.0,10.0,1.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0156862735748291,2546445.75,195.8746337890625,0.5289031736657247
210,210.0,adam,mse,selu,relu,1.0,10.0,1.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
211,211.0,adam,mse,selu,relu,1.0,10.0,1.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
212,212.0,adam,mse,selu,relu,1.0,10.0,2.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
213,213.0,adam,mse,selu,relu,1.0,10.0,2.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
214,214.0,adam,mse,selu,relu,1.0,10.0,2.0,1.0,4.0,0.0,6484373012480.0,6484373012480.0,1634291.875,99.99961853027344,1.0,2546443.25,156.16812133789062,0.5289031736657247
215,215.0,adam,mse,selu,relu,1.0,10.0,2.0,1.0,10.0,0.0,6481968103424.0,6481968103424.0,1633842.875,99.96520233154297,1.0,2545971.0,70.2024917602539,0.5289031736657247
216,216.0,adam,mse,selu,relu,1.0,10.0,4.0,1.0,1.0,0.0,6484373536768.0,6484373536768.0,1634291.875,99.99962615966797,1.0,2546443.25,156.5256805419922,0.5289031736657247
217,217.0,adam,mse,selu,relu,1.0,10.0,4.0,1.0,2.0,0.0,6484374061056.0,6484374061056.0,1634292.125,99.99964904785156,1.0,2546443.5,157.65187072753906,0.5289031736657247
218,218.0,adam,mse,selu,relu,1.0,10.0,4.0,1.0,4.0,0.0,6483786858496.0,6483786858496.0,1634182.5,99.99130249023438,1.0,2546328.0,94.68309020996094,0.5289031736657247
219,219.0,adam,mse,selu,relu,1.0,10.0,4.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
220,220.0,adam,mse,selu,relu,1.0,10.0,10.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.009803921915590763,2546445.75,195.83538818359375,0.5289031736657247
221,221.0,adam,mse,selu,relu,1.0,10.0,10.0,1.0,2.0,0.0,6484375633920.0,6484375633920.0,1634292.25,99.99967193603516,1.0,2546443.75,159.2087860107422,0.5289031736657247
222,222.0,adam,mse,selu,relu,1.0,10.0,10.0,1.0,4.0,0.0,6482804342784.0,6482804342784.0,1633996.625,99.97679901123047,1.0,2546135.25,76.6635971069336,0.5289031736657247
223,223.0,adam,mse,selu,relu,1.0,10.0,10.0,1.0,10.0,0.0,6484136558592.0,6484136558592.0,1634244.875,99.99583435058594,1.0,2546396.75,106.97210693359375,0.5289031736657247
224,224.0,adam,mse,selu,relu,1.0,32.0,1.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
225,225.0,adam,mse,selu,relu,1.0,32.0,1.0,1.0,2.0,0.0,6484381401088.0,6484381401088.0,1634294.125,99.9998779296875,0.9999999403953552,2546444.75,174.88243103027344,0.5289031736657247
226,226.0,adam,mse,selu,relu,1.0,32.0,1.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
227,227.0,adam,mse,selu,relu,1.0,32.0,1.0,1.0,10.0,0.0,6484379303936.0,6484379303936.0,1634293.75,99.99979400634766,0.9999999403953552,2546444.5,168.31741333007812,0.5289031736657247
228,228.0,adam,mse,selu,relu,1.0,32.0,2.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
229,229.0,adam,mse,selu,relu,1.0,32.0,2.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
230,230.0,adam,mse,selu,relu,1.0,32.0,2.0,1.0,4.0,0.0,6484203143168.0,6484203143168.0,1634260.875,99.99732971191406,1.0,2546409.75,117.76545715332031,0.5289031736657247
231,231.0,adam,mse,selu,relu,1.0,32.0,2.0,1.0,10.0,0.0,6484332642304.0,6484332642304.0,1634285.0,99.99917602539062,1.0,2546435.25,140.22708129882812,0.5289031736657247
232,232.0,adam,mse,selu,relu,1.0,32.0,4.0,1.0,1.0,0.0,6484335263744.0,6484335263744.0,1634285.375,99.99920654296875,0.9999999403953552,2546435.75,141.8013153076172,0.5289031736657247
233,233.0,adam,mse,selu,relu,1.0,32.0,4.0,1.0,2.0,0.0,6482691096576.0,6482691096576.0,1633977.5,99.9754867553711,1.0,2546113.0,76.0240249633789,0.5289031736657247
234,234.0,adam,mse,selu,relu,1.0,32.0,4.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
235,235.0,adam,mse,selu,relu,1.0,32.0,4.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
236,236.0,adam,mse,selu,relu,1.0,32.0,10.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
237,237.0,adam,mse,selu,relu,1.0,32.0,10.0,1.0,2.0,0.0,6484033273856.0,6484033273856.0,1634229.375,99.99494171142578,1.0,2546376.5,105.39472961425781,0.5289031736657247
238,238.0,adam,mse,selu,relu,1.0,32.0,10.0,1.0,4.0,0.0,6484323729408.0,6484323729408.0,1634282.25,99.99889373779297,1.0,2546433.5,134.07298278808594,0.5289031736657247
239,239.0,adam,mse,selu,relu,1.0,32.0,10.0,1.0,10.0,0.0,6483938902016.0,6483938902016.0,1634211.5,99.9935531616211,1.0,2546358.0,100.54926300048828,0.5289031736657247
240,240.0,adam,mse,selu,relu,1.0,100.0,1.0,1.0,1.0,0.0,6484379303936.0,6484379303936.0,1634293.75,99.99981689453125,1.0,2546444.5,168.6875457763672,0.5289031736657247
241,241.0,adam,mse,selu,relu,1.0,100.0,1.0,1.0,2.0,0.0,6484379303936.0,6484379303936.0,1634293.375,99.99977111816406,0.9999999403953552,2546444.5,166.12489318847656,0.5289031736657247
242,242.0,adam,mse,selu,relu,1.0,100.0,1.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
243,243.0,adam,mse,selu,relu,1.0,100.0,1.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
244,244.0,adam,mse,selu,relu,1.0,100.0,2.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
245,245.0,adam,mse,selu,relu,1.0,100.0,2.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
246,246.0,adam,mse,selu,relu,1.0,100.0,2.0,1.0,4.0,0.0,6484187938816.0,6484187938816.0,1634259.25,99.997314453125,0.9901960492134094,2546406.75,119.71272277832031,0.5289031736657247
247,247.0,adam,mse,selu,relu,1.0,100.0,2.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
248,248.0,adam,mse,selu,relu,1.0,100.0,4.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
249,249.0,adam,mse,selu,relu,1.0,100.0,4.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.003921568859368563,2546445.75,195.9578399658203,0.5289031736657247
250,250.0,adam,mse,selu,relu,1.0,100.0,4.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.03529411926865578,2546445.75,195.46493530273438,0.5289031736657247
251,251.0,adam,mse,selu,relu,1.0,100.0,4.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
252,252.0,adam,mse,selu,relu,1.0,100.0,10.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
253,253.0,adam,mse,selu,relu,1.0,100.0,10.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
254,254.0,adam,mse,selu,relu,1.0,100.0,10.0,1.0,4.0,0.0,6484273397760.0,6484273397760.0,1634274.625,99.9984130859375,1.0,2546423.75,129.24900817871094,0.5289031736657247
255,255.0,adam,mse,selu,relu,1.0,100.0,10.0,1.0,10.0,0.0,6483454984192.0,6483454984192.0,1634120.625,99.98654174804688,1.0,2546263.0,86.71754455566406,0.5289031736657247
256,256.0,adam,mse,selu,relu,10.0,1.0,1.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
257,257.0,adam,mse,selu,relu,10.0,1.0,1.0,1.0,2.0,0.0,6366019190784.0,6366019190784.0,1611697.375,98.2481689453125,1.0,2523097.25,20.08307647705078,0.5289031736657247
258,258.0,adam,mse,selu,relu,10.0,1.0,1.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
259,259.0,adam,mse,selu,relu,10.0,1.0,1.0,1.0,10.0,0.0,6256564633600.0,6256564633600.0,1590199.25,96.57636260986328,1.0,2501312.5,14.599846839904785,0.5289031736657247
260,260.0,adam,mse,selu,relu,10.0,1.0,2.0,1.0,1.0,0.0,6359924342784.0,6359924342784.0,1610517.875,98.15670776367188,1.0,2521889.0,19.637554168701172,0.5289031736657247
261,261.0,adam,mse,selu,relu,10.0,1.0,2.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
262,262.0,adam,mse,selu,relu,10.0,1.0,2.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
263,263.0,adam,mse,selu,relu,10.0,1.0,2.0,1.0,10.0,0.0,6366340579328.0,6366340579328.0,1611629.75,98.23175811767578,0.9999999403953552,2523160.75,19.857690811157227,0.5289031736657247
264,264.0,adam,mse,selu,relu,10.0,1.0,4.0,1.0,1.0,0.0,6484280213504.0,6484280213504.0,1634263.25,99.99644470214844,1.0,2546425.0,110.26502227783203,0.5289031736657247
265,265.0,adam,mse,selu,relu,10.0,1.0,4.0,1.0,2.0,0.0,6369338458112.0,6369338458112.0,1612137.25,98.264892578125,1.0,2523754.75,19.94691276550293,0.5289031736657247
266,266.0,adam,mse,selu,relu,10.0,1.0,4.0,1.0,4.0,0.0,6484073644032.0,6484073644032.0,1634199.875,99.98950958251953,0.9999999403953552,2546384.5,89.09976196289062,0.5289031736657247
267,267.0,adam,mse,selu,relu,10.0,1.0,4.0,1.0,10.0,0.0,5842623528960.0,5842623528960.0,1503060.5,89.76856994628906,1.0,2417152.0,7.567595481872559,0.5289031736657247
268,268.0,adam,mse,selu,relu,10.0,1.0,10.0,1.0,1.0,0.0,6484277067776.0,6484277067776.0,1634262.125,99.996337890625,1.0,2546424.25,109.7213363647461,0.5289031736657247
269,269.0,adam,mse,selu,relu,10.0,1.0,10.0,1.0,2.0,0.0,6484215201792.0,6484215201792.0,1634243.625,99.99431610107422,1.0,2546412.25,100.8553237915039,0.5289031736657247
270,270.0,adam,mse,selu,relu,10.0,1.0,10.0,1.0,4.0,0.0,5734872907776.0,5734872907776.0,1480286.625,88.00505065917969,1.0,2394759.5,6.779051780700684,0.5289031736657247
271,271.0,adam,mse,selu,relu,10.0,1.0,10.0,1.0,10.0,0.0,5996796182528.0,5996796182528.0,1535839.125,92.25691986083984,1.0,2448835.75,8.981925010681152,0.5289031736657247
272,272.0,adam,mse,selu,relu,10.0,10.0,1.0,1.0,1.0,0.0,6484359905280.0,6484359905280.0,1634287.625,99.99913024902344,1.0,2546440.75,139.78717041015625,0.5289031736657247
273,273.0,adam,mse,selu,relu,10.0,10.0,1.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
274,274.0,adam,mse,selu,relu,10.0,10.0,1.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
275,275.0,adam,mse,selu,relu,10.0,10.0,1.0,1.0,10.0,0.0,6462898176000.0,6462898176000.0,1630244.625,99.68666076660156,1.0,2542223.0,38.26692199707031,0.5289031736657247
276,276.0,adam,mse,selu,relu,10.0,10.0,2.0,1.0,1.0,0.0,6479362392064.0,6479362392064.0,1633347.0,99.9263687133789,1.0,2545459.25,57.94072341918945,0.5289031736657247
